UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Mechanical Power,Torque Speed Ratio,Tool Wear Risk,Temperature Stress,Temperature_Torque_Interaction,Speed_Torque_Interaction,Wear_Power_Interaction
8172,H,300.0,311.4,1641,34.5,155,0,11.399999999999977,5928.656576221978,0.021023765983532134,0.62,93420.0,393.2999999999992,56614.5,918941.7693144066
8173,L,299.9,311.4,1596,28.9,160,0,11.5,4830.135873041234,0.018107769412213176,0.64,93388.85999999999,332.34999999999997,46124.399999999994,772821.7396865974
8174,H,299.9,311.4,1497,37.0,162,0,11.5,5800.322516322834,0.024716098847885035,0.648,93388.85999999999,425.5,55389.0,939652.2476442992
8175,L,299.9,311.3,1371,52.3,167,0,11.400000000000034,7508.7520172715,0.03814733768187648,0.668,93358.87,596.2200000000017,71703.3,1253961.5868843405
8176,M,299.9,311.3,1445,41.2,169,0,11.400000000000034,6234.385901293826,0.028512110706912033,0.676,93358.87,469.6800000000014,59534.00000000001,1053611.2173186566
8177,L,299.8,311.2,1564,40.0,172,0,11.399999999999977,6551.2678802859145,0.02557544755397989,0.688,93297.76,455.9999999999991,62560.0,1126818.0754091772
8178,L,299.7,311.1,1439,44.9,174,0,11.400000000000034,6766.058570011849,0.031202223744821244,0.696,93236.67,511.8600000000015,64611.1,1177294.1911820618
8179,L,299.7,311.2,1352,52.1,176,0,11.5,7376.375774824738,0.038535502930077285,0.704,93266.64,599.15,70439.2,1298242.1363691539
8180,L,299.8,311.3,1560,35.4,178,0,11.5,5783.043756728091,0.02269230767776134,0.712,93327.74,407.09999999999997,55224.0,1029381.7886976001
8181,M,299.7,311.2,1616,42.3,180,0,11.5,7158.307356763557,0.026175742558059562,0.72,93266.64,486.45,68356.79999999999,1288495.3242174403
8182,L,299.7,311.2,1835,23.7,183,0,11.5,4554.2097902764435,0.012915531328111426,0.732,93266.64,272.55,43489.5,833420.3916205892
8183,M,299.7,311.1,1649,32.7,185,0,11.400000000000034,5646.73005148883,0.019830200109260038,0.74,93236.67,372.78000000000117,53922.3,1044645.0595254336
8184,L,299.8,311.1,1452,47.3,188,0,11.300000000000011,7192.110893716184,0.032575757553322475,0.752,93267.78000000001,534.4900000000005,68679.59999999999,1352116.8480186427
8185,L,299.8,311.1,2144,17.7,190,0,11.300000000000011,3973.989043084944,0.008255597011074815,0.76,93267.78000000001,200.0100000000002,37948.799999999996,755057.9181861394
8186,L,299.7,311.1,1554,41.0,192,0,11.400000000000034,6672.114477694003,0.026383526366548567,0.768,93236.67,467.4000000000014,63714.0,1281045.9797172486
8187,L,299.7,311.0,1827,25.4,194,0,11.300000000000011,4859.6040121319065,0.013902572515652668,0.776,93206.7,287.02000000000027,46405.799999999996,942763.1783535898
8188,L,299.6,310.9,1448,46.3,196,0,11.299999999999955,7020.663710634277,0.03197513809946468,0.784,93145.64,523.1899999999979,67042.4,1376050.0872843182
8189,M,299.6,310.9,1530,38.8,198,0,11.299999999999955,6216.583542923481,0.02535947710760818,0.792,93145.64,438.4399999999982,59363.99999999999,1230883.5414988492
8190,L,299.7,311.0,1983,21.0,201,0,11.300000000000011,4360.844762447991,0.010590015123252638,0.804,93206.7,237.30000000000024,41643.0,876529.7972520463
8191,M,299.7,310.9,1620,37.2,203,0,11.199999999999989,6310.831322531177,0.022962962948788294,0.812,93176.73,416.6399999999996,60264.00000000001,1281098.758473829
8192,M,299.6,310.9,1630,29.8,206,0,11.299999999999955,5086.657385182353,0.018282208577740974,0.824,93145.64,336.73999999999864,48574.0,1047851.4213475648
8193,L,299.6,310.9,1229,65.2,209,1,11.299999999999955,8391.277753542434,0.05305126114479149,0.836,93145.64,736.759999999997,80130.8,1753777.0504903686
8194,L,299.5,310.8,1873,22.3,211,0,11.300000000000011,4373.924259862437,0.011906033095618775,0.844,93084.6,251.99000000000026,41767.9,922898.0188309742
8195,L,299.4,310.7,1426,45.7,213,0,11.300000000000011,6824.397945589012,0.03204768581202827,0.852,93023.57999999999,516.4100000000005,65168.200000000004,1453596.7624104596
8196,L,299.4,310.8,1376,53.9,215,1,11.400000000000034,7766.687246106733,0.0391715115994393,0.86,93053.51999999999,614.4600000000019,74166.4,1669837.7579129476
8197,L,299.4,310.8,1622,33.6,217,0,11.400000000000034,5707.142878217362,0.020715166448387688,0.868,93053.51999999999,383.04000000000116,54499.200000000004,1238450.0045731675
8198,M,299.4,310.7,1492,45.7,219,0,11.300000000000011,7140.25367098093,0.030630026789121967,0.876,93023.57999999999,516.4100000000005,68184.40000000001,1563715.5539448238
8199,M,299.3,310.7,1374,48.9,222,0,11.399999999999977,7035.973738832771,0.035589519624752895,0.888,92992.51,557.4599999999989,67188.59999999999,1561986.1700208753
8200,L,299.2,310.7,1737,27.0,225,1,11.5,4911.251795356923,0.015544041441828416,0.9,92961.43999999999,310.5,46899.0,1105031.6539553078
8201,L,299.3,310.8,1426,42.4,0,0,11.5,6331.607721946917,0.02973352031575489,0.0,93022.44,487.59999999999997,60462.4,0.0
8202,M,299.3,310.9,1826,25.1,2,0,11.599999999999966,4799.578648497319,0.01374589265402744,0.008,93052.37,291.1599999999992,45832.600000000006,9599.157296994637
8203,L,299.3,310.9,1669,32.4,5,0,11.599999999999966,5662.783589948674,0.019412822037499805,0.02,93052.37,375.8399999999989,54075.6,28313.91794974337
8204,M,299.4,310.9,1473,40.1,7,0,11.5,6185.51319157948,0.02722335368145054,0.028,93083.45999999999,461.15000000000003,59067.3,43298.59234105636
8205,L,299.4,310.9,1751,27.8,10,0,11.5,5097.527295763774,0.015876641909836297,0.04,93083.45999999999,319.7,48677.8,50975.272957637746
8206,M,299.4,310.9,1446,47.3,12,0,11.5,7162.391427213226,0.03271092667170752,0.048,93083.45999999999,543.9499999999999,68395.8,85948.69712655872
8207,L,299.3,310.8,1483,43.5,15,0,11.5,6755.5237626468115,0.029332434235109617,0.06,93022.44,500.25,64510.5,101332.85643970217
8208,L,299.2,310.7,1535,42.6,17,0,11.5,6847.729507029671,0.027752442978662903,0.068,92961.43999999999,489.90000000000003,65391.0,116411.40161950441
8209,L,299.2,310.7,1477,44.0,19,0,11.5,6805.527445716449,0.029790115078002628,0.076,92961.43999999999,506.0,64988.0,129305.02146861253
8210,L,299.3,310.8,1391,46.9,21,0,11.5,6831.696912520852,0.033716750514941225,0.084,93022.44,539.35,65237.9,143465.6351629379
8211,H,299.2,310.7,1636,29.4,23,0,11.5,5036.852669647443,0.017970660135714755,0.092,92961.43999999999,338.09999999999997,48098.399999999994,115847.61140189119
8212,L,299.2,310.6,1675,33.3,28,0,11.400000000000034,5841.006141186822,0.019880597003056357,0.112,92931.52,379.6200000000011,55777.49999999999,163548.171953231
8213,H,299.2,310.5,1329,48.9,30,0,11.300000000000011,6805.5379176919605,0.0367945823650906,0.12,92901.59999999999,552.5700000000005,64988.1,204166.1375307588
8214,M,299.2,310.5,1548,33.5,35,0,11.300000000000011,5430.5570609953165,0.02164082685940515,0.14,92901.59999999999,378.5500000000004,51858.0,190069.49713483607
8215,L,299.2,310.5,1391,45.8,38,0,11.300000000000011,6671.46521521226,0.03292595252845006,0.152,92901.59999999999,517.5400000000005,63707.799999999996,253515.67817806586
8216,L,299.1,310.5,1437,43.1,40,0,11.399999999999977,6485.7866174095925,0.029993041036887234,0.16,92870.55,491.339999999999,61934.700000000004,259431.4646963837
8217,L,299.2,310.6,1370,61.9,42,0,11.400000000000034,8880.549393412508,0.0451824817188449,0.168,92931.52,705.6600000000021,84803.0,372983.0745233253
8218,L,299.1,310.6,1577,37.1,44,0,11.5,6126.807296859399,0.02352568165914668,0.176,92900.46000000002,426.65000000000003,58506.700000000004,269579.5210618136
8219,L,299.1,310.5,1485,37.8,46,0,11.399999999999977,5878.234014131861,0.025454545437404344,0.184,92870.55,430.9199999999991,56132.99999999999,270398.7646500656
8220,L,299.0,310.4,1504,34.3,48,0,11.399999999999977,5402.198951308912,0.02280585104866632,0.192,92809.59999999999,391.0199999999992,51587.2,259305.54966282778
8221,M,298.9,310.3,1551,35.2,50,0,11.400000000000034,5717.1959747088495,0.02269503544636039,0.2,92748.67,401.2800000000012,54595.200000000004,285859.79873544245
8222,M,299.1,310.5,1428,43.0,53,0,11.399999999999977,6430.211843367589,0.030112044796840303,0.212,92870.55,490.199999999999,61404.0,340801.2276984822
8223,L,299.0,310.5,1755,27.9,56,0,11.5,5127.550449556581,0.01589743588837753,0.224,92839.5,320.84999999999997,48964.5,287142.8251751685
8224,L,299.1,310.5,1329,54.9,58,0,11.399999999999977,7640.573245016127,0.04130925504792381,0.232,92870.55,625.8599999999988,72962.09999999999,443153.24821093533
8225,L,299.1,310.5,1496,35.2,60,0,11.399999999999977,5514.458528797188,0.023529411748977665,0.24,92870.55,401.27999999999923,52659.200000000004,330867.51172783127
8226,L,299.1,310.5,1532,36.6,62,0,11.399999999999977,5871.7623332654675,0.02389033940999325,0.248,92870.55,417.23999999999916,56071.200000000004,364049.26466245897
8227,L,299.1,310.5,1389,61.4,64,0,11.399999999999977,8930.982427478135,0.0442044636110839,0.256,92870.55,699.9599999999986,85284.59999999999,571582.8753586006
8228,M,299.1,310.4,1524,51.4,66,0,11.299999999999955,8203.075409641378,0.03372703409860431,0.264,92840.64,580.8199999999977,78333.59999999999,541402.977036331
8229,M,299.1,310.4,1422,49.3,69,0,11.299999999999955,7341.336544761699,0.034669479581807675,0.276,92840.64,557.0899999999978,70104.59999999999,506552.22158855724
8230,L,299.1,310.5,1739,27.4,72,0,11.399999999999977,4989.74972379462,0.015756181704568037,0.288,92870.55,312.3599999999994,47648.6,359261.98011321266
8231,L,299.1,310.5,1736,26.9,74,0,11.399999999999977,4890.245012479919,0.015495391696143206,0.296,92870.55,306.6599999999994,46698.399999999994,361878.130923514
8232,L,299.1,310.5,1419,48.8,76,0,11.399999999999977,7251.549826722104,0.03439041576152895,0.304,92870.55,556.3199999999989,69247.2,551117.7868308799
8233,L,299.1,310.6,1326,49.7,78,0,11.5,6901.262245846841,0.03748114627640939,0.312,92900.46000000002,571.5500000000001,65902.2,538298.4551760536
8234,M,299.1,310.6,1449,43.2,80,0,11.5,6555.121567274318,0.029813664575697955,0.32,92900.46000000002,496.8,62596.8,524409.7253819455
8235,L,299.2,310.6,1534,39.7,83,0,11.400000000000034,6377.412142836256,0.025880052134367632,0.332,92931.52,452.5800000000014,60899.8,529325.2078554092
8236,M,299.2,310.6,1443,50.9,85,0,11.400000000000034,7691.529877857354,0.03527373524929055,0.34,92931.52,580.2600000000017,73448.7,653780.0396178751
8237,L,299.2,310.6,1498,41.1,88,0,11.400000000000034,6447.364939256189,0.02743658209116383,0.352,92931.52,468.54000000000144,61567.8,567368.1146545446
8238,L,299.1,310.6,1796,26.0,90,0,11.5,4889.993685067632,0.014476614691271372,0.36,92900.46000000002,299.0,46696.0,440099.4316560869
8239,L,299.1,310.4,1519,45.3,92,0,11.299999999999955,7205.839653612372,0.029822251461604835,0.368,92840.64,511.8899999999979,68810.7,662937.2481323382
8240,L,299.0,310.4,1339,49.6,94,0,11.399999999999977,6954.899704419133,0.03704256905373968,0.376,92809.59999999999,565.4399999999989,66414.40000000001,653760.5722153985
8241,L,299.0,310.4,1483,41.5,96,0,11.399999999999977,6444.9249689619,0.027983816569127566,0.384,92809.59999999999,473.09999999999906,61544.5,618712.7970203424
8242,M,298.9,310.2,2099,20.0,98,0,11.300000000000011,4396.135319923317,0.009528346827285209,0.392,92718.77999999998,226.00000000000023,41980.0,430821.2613524851
8243,M,299.0,310.3,1689,29.7,101,0,11.300000000000011,5253.088491994028,0.017584369438967216,0.404,92779.7,335.61000000000035,50163.299999999996,530561.9376913968
8244,H,299.1,310.4,1369,54.5,104,0,11.299999999999955,7813.193289355375,0.03981008032154121,0.416,92840.64,615.8499999999975,74610.5,812572.102092959
8245,L,299.0,310.4,1512,38.8,109,0,11.399999999999977,6143.447265947912,0.02566137564440385,0.436,92809.59999999999,442.3199999999991,58665.6,669635.7519883224
8246,M,299.0,310.3,1303,68.6,111,1,11.300000000000011,9360.459087174882,0.052647735953455295,0.444,92779.7,775.1800000000007,89385.79999999999,1039010.9586764119
8247,L,299.0,310.3,1552,39.9,114,0,11.300000000000011,6484.749891833907,0.02570876287003301,0.456,92779.7,450.87000000000046,61924.799999999996,739261.4876690654
8248,L,299.0,310.4,1713,28.0,116,0,11.399999999999977,5022.778334559361,0.016345592518187044,0.464,92809.59999999999,319.19999999999936,47964.0,582642.2868088859
8249,L,298.9,310.3,1456,44.1,118,0,11.400000000000034,6724.013588331306,0.030288461517659022,0.472,92748.67,502.74000000000154,64209.6,793433.6034230941
8250,L,299.0,310.4,1524,39.8,120,0,11.399999999999977,6351.797690733987,0.02611548554716831,0.48,92809.59999999999,453.71999999999906,60655.2,762215.7228880784
8251,M,299.0,310.4,1394,45.2,122,0,11.399999999999977,6598.2661063836185,0.03242467716468818,0.488,92809.59999999999,515.279999999999,63008.8,804988.4649788014
8252,L,299.0,310.4,1981,21.2,125,0,11.399999999999977,4397.936499711374,0.010701665819938583,0.5,92809.59999999999,241.67999999999952,41997.2,549742.0624639218
8253,L,299.0,310.4,1565,36.1,127,0,11.399999999999977,5916.299645117858,0.02306709263701783,0.508,92809.59999999999,411.53999999999917,56496.5,751370.054929968
8254,L,299.1,310.4,1657,31.0,129,0,11.299999999999955,5379.139661231563,0.018708509342964086,0.516,92840.64,350.2999999999986,51367.0,693909.0162988716
8255,M,299.0,310.4,1625,37.1,131,0,11.399999999999977,6313.292236776488,0.022830769216719525,0.524,92809.59999999999,422.93999999999915,60287.5,827041.2830177199
8256,L,299.0,310.4,1606,31.1,134,0,11.399999999999977,5230.395721059599,0.019364881681590982,0.536,92809.59999999999,354.5399999999993,49946.600000000006,700873.0266219863
8257,H,299.0,310.5,1336,56.8,136,0,11.5,7946.637673304358,0.04251497002805765,0.544,92839.5,653.1999999999999,75884.8,1080742.7235693927
8258,M,299.0,310.6,1587,34.2,141,0,11.600000000000023,5683.706597021582,0.021550094504379273,0.564,92869.40000000001,396.7200000000008,54275.4,801402.630180043
8259,L,299.1,310.6,1602,39.7,144,0,11.5,6660.11359375729,0.02478152308066072,0.576,92900.46000000002,456.55,63599.4,959056.3575010498
8260,L,299.1,310.5,1471,38.4,146,0,11.399999999999977,5915.24197559115,0.026104690668861525,0.584,92870.55,437.75999999999914,56486.4,863625.3284363078
8261,H,299.1,310.6,1332,48.0,148,0,11.5,6695.362263330567,0.036036036008981955,0.592,92900.46000000002,552.0,63936.0,990913.6149729239
8262,H,299.2,310.6,1434,48.4,153,0,11.400000000000034,7268.137435933057,0.03375174335163755,0.612,92931.52,551.7600000000016,69405.59999999999,1112025.0276977576
8263,L,299.1,310.6,1921,23.9,158,0,11.5,4807.8829250783065,0.012441436745215284,0.632,92900.46000000002,274.84999999999997,45911.899999999994,759645.5021623725
8264,H,299.2,310.6,1704,30.6,160,0,11.400000000000034,5460.339359351347,0.017957746468334656,0.64,92931.52,348.84000000000106,52142.4,873654.2974962156
8265,M,299.1,310.6,1397,49.5,165,0,11.5,7241.528146157152,0.03543307084077804,0.66,92900.46000000002,569.25,69151.5,1194852.1441159302
8266,H,299.1,310.6,1791,28.0,168,0,11.5,5251.486279740698,0.015633724167708696,0.672,92900.46000000002,322.0,50148.0,882249.6949964372
8267,L,299.1,310.6,1818,24.1,173,0,11.5,4588.170406861749,0.013256325625271547,0.692,92900.46000000002,277.15000000000003,43813.8,793753.4803870826
8268,L,299.2,310.7,1540,36.3,175,0,11.5,5854.043750699219,0.023571428556122445,0.7,92961.43999999999,417.45,55901.99999999999,1024457.6563723633
8269,M,299.2,310.8,1502,39.8,177,0,11.600000000000023,6260.105073151213,0.026498002645474028,0.708,92991.36,461.68000000000086,59779.6,1108038.5979477647
8270,H,299.2,310.8,1761,30.4,180,0,11.600000000000023,5606.1092584779135,0.017262918786335648,0.72,92991.36,352.64000000000067,53534.399999999994,1009099.6665260245
8271,M,299.1,310.8,1517,38.4,185,0,11.699999999999989,6100.218951034516,0.02531311797935852,0.74,92960.28000000001,449.2799999999996,58252.799999999996,1128540.5059413854
8272,L,299.1,310.7,1309,51.1,188,0,11.599999999999966,7004.693947978531,0.03903743312525788,0.752,92930.37000000001,592.7599999999983,66889.90000000001,1316882.4622199638
8273,L,298.9,310.6,1363,52.6,190,0,11.700000000000045,7507.757179597864,0.03859134259824553,0.76,92838.34,615.4200000000025,71693.8,1426473.864123594
8274,M,299.0,310.6,1787,22.2,192,0,11.600000000000023,4154.379293254071,0.012423055393160012,0.768,92869.40000000001,257.5200000000005,39671.4,797640.8243047816
8275,L,298.9,310.5,1640,29.2,195,0,11.600000000000023,5014.819633170267,0.017804878037923855,0.78,92808.45,338.72000000000065,47888.0,977889.828468202
8276,M,298.9,310.6,1720,25.3,197,0,11.700000000000045,4556.984863787115,0.014709302317029474,0.788,92838.34,296.0100000000012,43516.0,897726.0181660616
8277,L,298.8,310.5,1384,52.8,200,0,11.699999999999989,7652.417049320161,0.0381502889897758,0.8,92777.40000000001,617.7599999999994,73075.2,1530483.4098640322
8278,H,298.8,310.5,1294,55.8,202,0,11.699999999999989,7561.310862366057,0.04312210197594891,0.808,92777.40000000001,652.8599999999993,72205.2,1527384.7941979435
8279,L,298.8,310.5,1464,46.4,207,0,11.699999999999989,7113.5710773764395,0.031693989049389346,0.828,92777.40000000001,542.8799999999994,67929.59999999999,1472509.213016923
8280,L,298.8,310.6,1803,25.4,209,0,11.800000000000011,4795.766849410962,0.014087631717089499,0.836,92807.28000000001,299.72000000000025,45796.2,1002315.271526891
8281,L,298.8,310.6,1602,39.1,211,0,11.800000000000011,6559.456965136273,0.024406991245688518,0.844,92807.28000000001,461.38000000000045,62638.200000000004,1384045.4196437534
8282,H,298.9,310.6,1519,38.8,213,0,11.700000000000045,6171.889151438411,0.0255431204571803,0.852,92838.34,453.96000000000174,58937.2,1314612.3892563817
8283,M,298.9,310.7,1638,33.6,218,0,11.800000000000011,5763.440218569691,0.020512820500297423,0.872,92868.23,396.4800000000004,55036.8,1256429.9676481925
8284,H,298.9,310.6,1615,33.0,221,0,11.700000000000045,5581.039349102267,0.020433436519855457,0.884,92838.34,386.1000000000015,53295.0,1233409.696151601
8285,L,298.8,310.6,1651,33.3,0,0,11.800000000000011,5757.31411289519,0.02016959417312562,0.0,92807.28000000001,392.94000000000034,54978.299999999996,0.0
8286,L,298.9,310.6,1387,52.7,2,0,11.700000000000045,7654.480028496019,0.037995674089404706,0.008,92838.34,616.5900000000024,73094.90000000001,15308.960056992039
8287,M,298.8,310.5,1678,32.8,4,0,11.699999999999989,5763.607770177881,0.01954707984532355,0.016,92777.40000000001,383.7599999999996,55038.399999999994,23054.431080711525
8288,L,298.9,310.6,1585,38.1,7,0,11.700000000000045,6323.868932043574,0.024037854874424065,0.028,92838.34,445.77000000000174,60388.5,44267.08252430502
8289,M,298.8,310.6,1640,33.8,9,0,11.800000000000011,5804.825465792979,0.020609756084994046,0.036,92807.28000000001,398.8400000000004,55431.99999999999,52243.42919213681
8290,L,298.9,310.6,1406,43.8,12,0,11.700000000000045,6448.935735582983,0.03115220481425874,0.048,92838.34,512.460000000002,61582.799999999996,77387.2288269958
8291,M,298.9,310.6,1679,35.8,14,0,11.700000000000045,6294.515984683533,0.02132221559182715,0.056,92838.34,418.8600000000016,60108.2,88123.22378556947
8292,L,298.9,310.5,1717,26.9,17,0,11.600000000000023,4836.722745638261,0.015666860794602874,0.068,92808.45,312.0400000000006,46187.299999999996,82224.28667585042
8293,H,298.9,310.5,1429,39.9,19,0,11.600000000000023,5970.8167496331525,0.02792162349340684,0.076,92808.45,462.8400000000009,57017.1,113445.5182430299
8294,M,298.9,310.4,1533,44.4,24,0,11.5,7127.771076170666,0.02896281798502099,0.096,92778.55999999998,510.59999999999997,68065.2,171066.50582809598
8295,M,298.9,310.5,1525,38.5,27,0,11.600000000000023,6148.358622463024,0.02524590162278957,0.108,92808.45,446.6000000000009,58712.5,166005.68280650166
8296,L,298.9,310.4,1739,26.3,30,0,11.5,4789.431304226224,0.015123634263873701,0.12,92778.55999999998,302.45,45735.700000000004,143682.93912678672
8297,L,298.9,310.3,1436,39.0,32,0,11.400000000000034,5864.725165721426,0.027158774354346254,0.128,92748.67,444.60000000000133,56004.0,187671.20530308562
8298,M,298.8,310.2,1595,33.1,34,0,11.399999999999977,5528.627111664878,0.020752351084167803,0.136,92687.76,377.33999999999924,52794.5,187973.32179660583
8299,H,298.7,310.1,1435,45.6,37,0,11.400000000000034,6852.441896010057,0.0317770034621763,0.148,92626.87000000001,519.8400000000016,65436.0,253540.3501523721
8300,L,298.7,310.0,1637,31.8,42,0,11.300000000000011,5451.3544043620805,0.019425778851908503,0.168,92597.0,359.3400000000004,52056.6,228956.8849832074
8301,L,298.7,310.1,1558,37.6,44,0,11.400000000000034,6134.567030713765,0.02413350447744961,0.176,92626.87000000001,428.6400000000013,58580.8,269920.94935140567
8302,M,298.7,310.1,1644,34.1,46,0,11.400000000000034,5870.631359910174,0.02074209244480408,0.184,92626.87000000001,388.7400000000012,56060.4,270049.042555868
8303,L,298.7,310.1,1641,31.1,49,0,11.400000000000034,5344.3831745073485,0.01895185861124201,0.196,92626.87000000001,354.5400000000011,51035.100000000006,261874.77555086007
8304,L,298.8,310.2,1504,41.0,51,0,11.399999999999977,6457.4389796987,0.027260638279746913,0.204,92687.76,467.39999999999907,61664.0,329329.3879646337
8305,M,298.7,310.1,1506,50.7,53,0,11.400000000000034,7995.793126357526,0.03366533862306419,0.212,92626.87000000001,577.9800000000017,76354.2,423777.0356969489
8306,H,298.8,310.1,1380,44.0,56,0,11.300000000000011,6358.583530865741,0.0318840579479101,0.224,92657.88,497.2000000000005,60720.0,356080.6777284815
8307,M,298.7,310.1,1549,42.5,61,0,11.400000000000034,6893.963278915002,0.02743705614755516,0.244,92626.87000000001,484.5000000000015,65832.5,420531.76001381513
8308,M,298.7,310.1,1402,69.7,64,1,11.400000000000034,10233.151638440082,0.0497146932598326,0.256,92626.87000000001,794.5800000000024,97719.40000000001,654921.7048601652
8309,L,298.7,310.1,1401,45.3,67,0,11.400000000000034,6646.070674595742,0.03233404708612844,0.268,92626.87000000001,516.4200000000016,63465.299999999996,445286.7351979147
8310,M,298.7,310.0,1459,40.2,69,0,11.300000000000011,6142.002133327261,0.02755311855548107,0.276,92597.0,454.2600000000005,58651.8,423798.14719958097
8311,L,298.7,309.9,1465,39.7,72,0,11.199999999999989,6090.553317636973,0.027098976090717423,0.288,92567.12999999999,444.6399999999996,58160.50000000001,438519.838869862
8312,M,298.8,310.0,1295,52.7,74,0,11.199999999999989,7146.75676777386,0.040694980663556,0.296,92628.0,590.2399999999994,68246.5,528860.0008152656
8313,M,298.8,310.0,1529,38.5,77,0,11.199999999999989,6164.485464751451,0.025179856098639725,0.308,92628.0,431.1999999999996,58866.5,474665.38078586175
8314,M,298.8,310.0,1484,44.9,80,0,11.199999999999989,6977.644835231121,0.030256064669638767,0.32,92628.0,502.8799999999995,66631.59999999999,558211.5868184897
8315,L,298.8,309.9,1739,30.6,83,0,11.099999999999966,5572.494217084503,0.017596319713860654,0.332,92598.12,339.65999999999894,53213.4,462517.0200180138
8316,H,298.7,309.8,1422,40.7,85,0,11.100000000000023,6060.6977154523565,0.028621659614190113,0.34,92537.26,451.77000000000095,57875.4,515159.3058134503
8317,L,298.8,309.8,1463,40.0,90,0,11.0,6128.20006960249,0.027341079953970553,0.36,92568.24,440.0,58520.0,551538.0062642241
8318,L,298.7,309.7,1667,30.4,92,0,11.0,5306.862086247974,0.018236352718514485,0.368,92507.39,334.4,50676.799999999996,488231.31193481357
8319,H,298.7,309.7,1565,39.3,94,0,11.0,6440.7361787571135,0.025111821070216086,0.376,92507.39,432.29999999999995,61504.49999999999,605429.2008031687
8320,L,298.7,309.7,1393,45.7,99,0,11.0,6666.470082893054,0.0328068915773102,0.396,92507.39,502.70000000000005,63660.100000000006,659980.5382064123
8321,M,298.8,309.7,1453,47.7,101,0,10.899999999999977,7257.927259808892,0.032828630397227374,0.404,92538.36,519.9299999999989,69308.1,733050.653240698
8322,L,298.8,309.6,1442,50.0,104,0,10.800000000000011,7550.294344127469,0.03467406377623158,0.416,92508.48000000001,540.0000000000006,72100.0,785230.6117892568
8323,L,298.7,309.6,1364,44.9,106,0,10.900000000000034,6413.4147946463945,0.0329178885389165,0.424,92477.52,489.4100000000015,61243.6,679821.9682325178
8324,H,298.7,309.5,1453,40.4,108,0,10.800000000000011,6147.175289230172,0.027804542307085654,0.432,92447.65,436.32000000000045,58701.2,663894.9312368586
8325,M,298.7,309.5,1394,46.0,113,0,10.800000000000011,6715.049577293063,0.03299856525609859,0.452,92447.65,496.8000000000005,64124.0,758800.602234116
8326,M,298.7,309.5,1500,38.8,116,0,10.800000000000011,6094.6897479641975,0.025866666649422217,0.464,92447.65,419.0400000000004,58199.99999999999,706984.0107638469
8327,H,298.6,309.5,1523,34.2,119,0,10.899999999999977,5454.495997015671,0.022455679565032385,0.476,92416.70000000001,372.77999999999923,52086.600000000006,649085.0236448648
8328,M,298.7,309.6,1254,57.1,124,0,10.900000000000034,7498.290513735047,0.04553429023482114,0.496,92477.52,622.3900000000019,71603.40000000001,929788.0237031458
8329,L,298.6,309.5,1325,52.2,127,0,10.899999999999977,7242.941862851268,0.03939622638536134,0.508,92416.70000000001,568.9799999999989,69165.0,919853.616582111
8330,L,298.8,309.7,1424,49.6,129,0,10.899999999999977,7396.398192003618,0.034831460649697006,0.516,92538.36,540.6399999999988,70630.40000000001,954135.3667684667
8331,L,298.8,309.7,1505,39.0,131,0,10.899999999999977,6146.52602674843,0.025913621245240118,0.524,92538.36,425.0999999999991,58695.0,805194.9095040443
8332,M,298.8,309.7,1392,48.7,133,0,10.899999999999977,7098.994087463784,0.03498563215877469,0.532,92538.36,530.8299999999989,67790.40000000001,944166.2136326833
8333,L,298.8,309.7,1529,44.0,136,0,10.899999999999977,7045.1262454302305,0.0287769783984454,0.544,92538.36,479.599999999999,67276.0,958137.1693785114
8334,M,298.8,309.7,1477,48.5,138,0,10.899999999999977,7501.547298119268,0.03283683139279835,0.552,92538.36,528.649999999999,71634.5,1035213.5271404589
8335,M,298.8,309.7,1459,47.3,141,0,10.899999999999977,7226.783604636304,0.03241946536503121,0.564,92538.36,515.5699999999989,69010.7,1018976.4882537188
8336,M,299.0,309.8,2240,15.9,144,0,10.800000000000011,3729.698798341802,0.00709821428254544,0.576,92630.2,171.7200000000002,35616.0,537076.6269612195
8337,L,298.9,309.7,1449,48.8,147,0,10.800000000000011,7404.859548217285,0.033678398872547685,0.588,92569.32999999999,527.0400000000005,70711.2,1088514.3535879408
8338,M,298.8,309.7,1589,35.3,149,0,10.899999999999977,5873.909088245419,0.02221522969023585,0.596,92538.36,384.7699999999992,56091.7,875212.4541485675
8339,L,298.8,309.7,1740,28.5,152,0,10.899999999999977,5193.052656383928,0.016379310335414187,0.608,92538.36,310.64999999999935,49590.0,789344.003770357
8340,M,298.8,309.7,1499,40.3,154,0,10.899999999999977,6326.08899085211,0.026884589708549303,0.616,92538.36,439.2699999999991,60409.7,974217.704591225
8341,M,298.8,309.7,1480,38.1,157,0,10.899999999999977,5904.937551687375,0.025743243225849158,0.628,92538.36,415.28999999999917,56388.0,927075.1956149179
8342,L,298.8,309.7,1751,29.6,160,0,10.899999999999977,5427.583019949919,0.01690462591838685,0.64,92538.36,322.63999999999936,51829.600000000006,868413.283191987
8343,L,298.7,309.7,1510,40.6,162,0,11.0,6419.949307365861,0.02688741720073681,0.648,92507.39,446.6,61306.0,1040031.7877932695
8344,H,298.8,309.8,1437,48.2,164,0,11.0,7253.246286755043,0.03354210157721496,0.656,92568.24,530.2,69263.40000000001,1189532.391027827
